,um,reflectance,uncertainty
774,4.5725,0.002472,0.000232
775,4.5775,0.002329,8e-05
776,4.5825,0.002275,6.4e-05
777,4.5875,0.002313,6e-05
778,4.5925,0.002319,0.000285
779,4.5975,0.001976,0.000214
780,4.6025,0.002025,0.00017
781,4.6075,0.002225,0.000206
782,4.6125,0.002566,0.000264
783,4.6175,0.002588,5.5e-05
784,4.6225,0.002673,0.000193
785,4.6275,0.002668,0.000436
786,4.6325,0.002646,0.000279
787,4.6375,0.002736,0.000184
788,4.6425,0.002554,0.000131
789,4.6475,0.002931,0.000353
790,4.6525,0.002843,0.000296
791,4.6575,0.002972,0.000496
792,4.6625,0.002965,0.000365
793,4.6675,0.002913,0.0004
794,4.6725,0.002446,0.000224
795,4.6775,0.002897,7.5e-05
796,4.6825,0.002629,0.000202
797,4.6875,0.00296,0.000199
798,4.6925,0.002972,7.3e-05
799,4.6975,0.002941,0.000321
800,4.7025,0.003037,0.000302
801,4.7075,0.002897,0.000256
802,4.7125,0.002485,0.000216
803,4.7175,0.002505,0.000255
804,4.7225,0.00295,0.000292
805,4.7275,0.003145,8.8e-05
806,4.7325,0.003948,0.000147
807,4.7375,0.003556,0.000535
808,4.7425,0.002822,0.000148
809,4.7475,0.002922,0.000483
810,4.7525,0.003253,0.000126
811,4.7575,0.00328,0.000548
812,4.7625,0.003552,0.000442
813,4.7675,0.003611,0.000188
814,4.7725,0.003283,9.6e-05
815,4.7775,0.003173,0.000147
816,4.7825,0.00411,0.000238
817,4.7875,0.003857,0.000443
818,4.7925,0.003442,0.000387
819,4.7975,0.003586,0.000495
820,4.8025,0.003245,0.000432
821,4.8075,0.003033,0.00049
822,4.8125,0.002735,0.0003
823,4.8175,0.003154,0.000724
824,4.8225,0.003408,0.000228
825,4.8275,0.003506,0.000219
826,4.8325,0.003581,0.00049
827,4.8375,0.003591,0.000513
828,4.8425,0.002824,0.000598
829,4.8475,0.002533,0.000739
830,4.8525,0.003465,0.000891
831,4.8575,0.003739,0.000686
832,4.8625,0.003619,0.000637
833,4.8675,0.00334,0.000277
834,4.8725,0.003215,0.000146
835,4.8775,0.003027,0.000293
836,4.8825,0.00336,0.000505
837,4.8875,0.003616,0.000559
838,4.8925,0.003196,0.000399
839,4.8975,0.003161,0.000739
840,4.9025,0.003024,0.00042
841,4.9075,0.002894,0.000507
842,4.9125,0.003116,0.000276
843,4.9175,0.003438,0.000268
844,4.9225,0.003434,0.000212
845,4.9275,0.003179,0.0005
846,4.9325,0.003536,0.000487
847,4.9375,0.003196,0.000136
848,4.9425,0.003018,0.000157
849,4.9475,0.003044,0.000587
850,4.9525,0.003408,0.00038
851,4.9575,0.00354,0.00034
852,4.9625,0.003122,0.00032
853,4.9675,0.003479,0.000487
854,4.9725,0.003611,0.000719
855,4.9775,0.004171,0.000578
856,4.9825,0.003917,0.000123
857,4.9875,0.003174,0.000591
858,4.9925,0.003372,0.00013
859,4.9975,0.003207,0.00044
