,um,reflectance,uncertainty
792,4.6625,0.000794,0.000225
793,4.6675,0.000493,9.6e-05
794,4.6725,0.000643,0.000349
795,4.6775,0.000663,0.000306
796,4.6825,0.00063,0.000161
797,4.6875,0.000721,0.000374
798,4.6925,0.000527,0.000212
799,4.6975,0.001016,0.000165
800,4.7025,0.000988,0.00024
801,4.7075,0.000824,1.4e-05
802,4.7125,0.000725,0.000117
803,4.7175,0.000698,0.000291
804,4.7225,0.000784,8.3e-05
805,4.7275,0.001093,0.000172
806,4.7325,0.00082,6.8e-05
807,4.7375,0.000871,0.000212
808,4.7425,0.000996,0.000403
809,4.7475,0.001189,0.000397
810,4.7525,0.00152,0.000268
811,4.7575,0.001467,0.000201
812,4.7625,0.001057,0.000145
813,4.7675,0.001274,0.000108
814,4.7725,0.00181,0.000525
815,4.7775,0.001102,0.000305
816,4.7825,0.000832,0.000138
817,4.7875,0.001592,0.000286
818,4.7925,0.001749,0.000305
819,4.7975,0.001418,0.000372
820,4.8025,0.001401,0.000404
821,4.8075,0.001262,0.000408
822,4.8125,0.001573,0.000327
823,4.8175,0.001604,0.000891
824,4.8225,0.002117,0.000353
825,4.8275,0.001667,0.000549
826,4.8325,0.001089,0.000786
827,4.8375,0.001528,0.000524
828,4.8425,0.001974,0.000961
829,4.8475,0.001933,0.000722
830,4.8525,0.002035,0.000817
831,4.8575,0.002078,0.001062
832,4.8625,0.001902,0.000778
833,4.8675,0.001973,0.00067
834,4.8725,0.001691,0.0005
835,4.8775,0.001508,0.00056
836,4.8825,0.002194,0.001146
837,4.8875,0.001738,0.00093
838,4.8925,0.001929,0.000199
839,4.8975,0.001984,0.00044
840,4.9025,0.0019,0.00059
841,4.9075,0.001617,0.000382
842,4.9125,0.001488,0.000615
843,4.9175,0.001486,0.00016
844,4.9225,0.001709,0.000542
845,4.9275,0.001404,0.00019
846,4.9325,0.001639,0.000643
847,4.9375,0.001638,0.000478
848,4.9425,0.001539,0.000299
849,4.9475,0.001193,0.000302
850,4.9525,0.001419,0.000518
851,4.9575,0.001308,0.000122
852,4.9625,0.0019,0.00059
853,4.9675,0.001728,0.000755
854,4.9725,0.00133,0.00039
855,4.9775,0.001732,0.000685
856,4.9825,0.001438,0.000891
857,4.9875,0.001724,0.000581
858,4.9925,0.001478,0.000586
859,4.9975,0.001693,0.00072
