,um,reflectance,uncertainty
781,4.6075,0.003949,0.000565
782,4.6125,0.003647,0.000116
783,4.6175,0.003827,0.000134
784,4.6225,0.00364,0.00022
785,4.6275,0.003367,0.000326
786,4.6325,0.00292,4.1e-05
787,4.6375,0.003588,0.000468
788,4.6425,0.00341,0.000296
789,4.6475,0.003725,0.000524
790,4.6525,0.004489,0.000166
791,4.6575,0.003795,0.000854
792,4.6625,0.003576,0.000796
793,4.6675,0.003862,0.000573
794,4.6725,0.003987,0.000203
795,4.6775,0.003006,0.000257
796,4.6825,0.003464,0.000276
797,4.6875,0.003598,0.000206
798,4.6925,0.003347,0.000289
799,4.6975,0.003537,0.000186
800,4.7025,0.003934,0.00054
801,4.7075,0.003833,0.000468
802,4.7125,0.003504,0.000884
803,4.7175,0.003581,0.000229
804,4.7225,0.00345,0.000176
805,4.7275,0.003067,0.000247
806,4.7325,0.003694,0.000759
807,4.7375,0.004142,0.000513
808,4.7425,0.003924,0.00012
809,4.7475,0.004101,0.000234
810,4.7525,0.004332,0.000184
811,4.7575,0.004202,0.00019
812,4.7625,0.004042,0.000132
813,4.7675,0.003676,0.00039
814,4.7725,0.004087,8.3e-05
815,4.7775,0.004413,0.000216
816,4.7825,0.003972,0.000402
817,4.7875,0.004198,0.000511
818,4.7925,0.003706,0.000275
819,4.7975,0.00377,0.000641
820,4.8025,0.003581,0.00015
821,4.8075,0.004416,0.000822
822,4.8125,0.004679,0.000285
823,4.8175,0.004434,0.001386
824,4.8225,0.004088,0.000457
825,4.8275,0.003954,0.000494
826,4.8325,0.00391,0.000554
827,4.8375,0.003496,0.000209
828,4.8425,0.004362,0.00059
829,4.8475,0.004815,0.000436
830,4.8525,0.004296,0.000568
831,4.8575,0.004133,0.0004
832,4.8625,0.004466,0.000424
833,4.8675,0.004322,0.000534
834,4.8725,0.005276,0.000439
835,4.8775,0.005207,0.001085
836,4.8825,0.004517,0.001597
837,4.8875,0.004558,0.001308
838,4.8925,0.003736,0.000484
839,4.8975,0.00422,0.000816
840,4.9025,0.004849,0.000486
841,4.9075,0.005064,0.000196
842,4.9125,0.006006,0.001093
843,4.9175,0.005581,0.000986
844,4.9225,0.005356,0.000619
845,4.9275,0.005922,0.000768
846,4.9325,0.005724,0.000362
847,4.9375,0.004818,0.000413
848,4.9425,0.005188,0.000673
849,4.9475,0.004594,0.00081
850,4.9525,0.004721,0.001347
851,4.9575,0.004607,0.00077
852,4.9625,0.00434,0.000572
853,4.9675,0.004223,0.00048
854,4.9725,0.004988,0.000958
855,4.9775,0.004344,0.000864
856,4.9825,0.005127,0.000798
857,4.9875,0.005245,0.000683
858,4.9925,0.004188,0.000819
859,4.9975,0.004996,0.00061
