Microns Throughput
0.9682000122070312 0.0
0.9692000122070312 0.0
0.9702000122070312 5.092460058016879e-06
0.9712000122070312 6.045422724753165e-06
0.9722000122070312 7.023241293220423e-06
0.9732000122070312 8.004328178048884e-06
0.9742000122070312 8.90796749595781e-06
0.9752000122070312 9.793926520925073e-06
0.9762000122070312 1.0703115631359228e-05
0.9772000122070312 1.1820930550027183e-05
0.9782000122070312 1.3254126578429447e-05
0.9792000122070312 1.521749791940294e-05
0.9802000122070312 1.7845334953187202e-05
0.9812000122070312 2.1396077110107274e-05
0.9822000122070312 2.6208006530824222e-05
0.9832000122070312 3.260398361556931e-05
0.9842000122070312 4.086261364471157e-05
0.9852000122070312 5.139935277082478e-05
0.9862000122070312 6.42578693888476e-05
0.9872000122070312 7.964000376147231e-05
0.9882000122070312 9.760579250219836e-05
0.9892000122070312 0.00011815392239120764
0.9902000122070312 0.00014149870933728205
0.9912000122070312 0.0001674893393571398
0.9922000122070312 0.00019681921119937555
0.9932000122070312 0.00023032107559908783
0.9942000122070312 0.0002695107404743524
0.9952000122070312 0.00031621541153408687
0.9962000122070312 0.0003742117151860495
0.9972000122070312 0.0004484712106189586
0.9982000122070313 0.015167953800861727
0.9992000122070313 0.03139671567639561
1.0002000122070311 0.04973598497018288
1.0012000122070313 0.0556725168834012
1.0022000122070311 0.06298648338073312
1.0032000122070313 0.070220676844969
1.0042000122070311 0.07898051947271005
1.0052000122070313 0.08868397285938494
1.0062000122070311 0.1015474700882864
1.0072000122070313 0.11591405219370085
1.0082000122070311 0.13151222106862953
1.0092000122070313 0.1480683120081786
1.0102000122070312 0.1641109175110281
1.0112000122070313 0.18073958523309694
1.0122000122070312 0.1959457257888333
1.0132000122070313 0.21139504156897193
1.0142000122070312 0.22456974722431688
1.0152000122070313 0.23556330803629874
1.0162000122070312 0.2425201495974701
1.0172000122070313 0.2471150639229273
1.0182000122070312 0.2488234653571798
1.0192000122070313 0.24959571453336443
1.0202000122070312 0.24848385427572262
1.0212000122070313 0.24897776892558968
1.0222000122070312 0.2479404927493063
1.0232000122070313 0.24817512832669464
1.024199951171875 0.2473740462563978
1.025199951171875 0.24839365902811508
1.026199951171875 0.2489745197641194
1.027199951171875 0.2495451945378738
1.028199951171875 0.25092039704684677
1.029199951171875 0.25236826914226673
1.030199951171875 0.2544034539216056
1.031199951171875 0.25586567157494217
1.032199951171875 0.2585040103904379
1.033199951171875 0.26109615752356385
1.034199951171875 0.26525592989574553
1.035199951171875 0.2679593641291948
1.036199951171875 0.27020177889679275
1.037199951171875 0.270612975960021
1.038199951171875 0.2739077267908918
1.039199951171875 0.2752423211403274
1.040199951171875 0.27760509138875245
1.041199951171875 0.2776194341147275
1.042199951171875 0.2797346299338379
1.043199951171875 0.2802494478710873
1.044199951171875 0.2809153422016669
1.045199951171875 0.28130221201912076
1.046199951171875 0.28282368029304744
1.047199951171875 0.2842679198833784
1.048199951171875 0.2853955760545943
1.049199951171875 0.28659342398165616
1.050199951171875 0.28768904421812364
1.051199951171875 0.2892993255051792
1.052199951171875 0.29012203636000317
1.053199951171875 0.2906685289729846
1.054199951171875 0.29185395121817514
1.055199951171875 0.29154878159407605
1.056199951171875 0.291879170247433
1.057199951171875 0.291487200285905
1.058199951171875 0.2910305924323237
1.059199951171875 0.29028020765364676
1.060199951171875 0.28871747133752756
1.061199951171875 0.28788854150774407
1.062199951171875 0.2859925383287293
1.063199951171875 0.28426463042718053
1.064199951171875 0.2835343228517596
1.065199951171875 0.28245427680620083
1.066199951171875 0.2811187706602953
1.067199951171875 0.27857827178615263
1.068199951171875 0.277181008344284
1.069199951171875 0.2745475237534483
1.070199951171875 0.27210319251750825
1.071199951171875 0.27067989008703863
1.072199951171875 0.2696776398662405
1.073199951171875 0.2687867464920352
1.074199951171875 0.2667795924468786
1.075199951171875 0.26587013181556896
1.076199951171875 0.2656474116893964
1.077199951171875 0.2654526214170202
1.078199951171875 0.26580653319767583
1.079199951171875 0.26582269174321294
1.080199951171875 0.2665331614822911
1.081199951171875 0.2675108637159913
1.082199951171875 0.26832578447847766
1.083199951171875 0.26851933444159987
1.084199951171875 0.26951382494749
1.085199951171875 0.2705440517110277
1.086199951171875 0.2723953881384337
1.087199951171875 0.2729860094879377
1.088199951171875 0.2743722644117026
1.089199951171875 0.27599951645061044
1.090199951171875 0.2779540064961015
1.091199951171875 0.28001193656602813
1.092199951171875 0.2820060667647269
1.093199951171875 0.2844566710905495
1.094199951171875 0.2865898408394641
1.095199951171875 0.28859239898026534
1.096199951171875 0.28979782304129537
1.097199951171875 0.2927183669553886
1.098199951171875 0.2955047263545432
1.099199951171875 0.2979228250019016
1.100199951171875 0.2981669579420424
1.101199951171875 0.2984561152902891
1.102199951171875 0.29960135330900156
1.103199951171875 0.30103722436558716
1.104199951171875 0.301736371616676
1.105199951171875 0.30281935867469356
1.106199951171875 0.302908797168326
1.107199951171875 0.30338417971222226
1.108199951171875 0.3024394131558061
1.109199951171875 0.30181409579664026
1.110199951171875 0.3023923778816361
1.111199951171875 0.3024658921804722
1.112199951171875 0.3028232808224839
1.113199951171875 0.30219752915790227
1.114199951171875 0.30233299545491904
1.115199951171875 0.3028415851612583
1.116199951171875 0.3021140899982364
1.117199951171875 0.30144269613293306
1.118199951171875 0.3006893738597523
1.119199951171875 0.3010229789181709
1.120199951171875 0.3011867052490083
1.121199951171875 0.3002869690385483
1.122199951171875 0.2994334493812363
1.123199951171875 0.29837313501995216
1.124199951171875 0.29847496779313687
1.125199951171875 0.29816299721000206
1.126199951171875 0.2985683018387368
1.127199951171875 0.29897397614455257
1.128199951171875 0.29962259921123613
1.129199951171875 0.2996951545668802
1.130199951171875 0.2999279088700269
1.131199951171875 0.2999116549550815
1.132199951171875 0.30133597764732384
1.133199951171875 0.30199654488938205
1.134199951171875 0.30286725210206084
1.135199951171875 0.30306284222027324
1.136199951171875 0.30421140149997217
1.137199951171875 0.30574714781089773
1.138199951171875 0.30662743470633774
1.139199951171875 0.3078378601414537
1.140199951171875 0.30863640277158433
1.141199951171875 0.3107264087764845
1.142199951171875 0.3131787050228747
1.143199951171875 0.3159533905995927
1.144199951171875 0.31952000668189207
1.145199951171875 0.32267924579455376
1.146199951171875 0.32477950080074586
1.147199951171875 0.3268170698712915
1.148199951171875 0.328750281286409
1.149199951171875 0.3319110425309798
1.150199951171875 0.33438187298426464
1.151199951171875 0.3367434942828647
1.152199951171875 0.3389988842464278
1.153199951171875 0.34064290834096567
